Customer ID,Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,Longitude,Latitude,CLTV (Predicted Thou. IDR)
5049,33,Bandung,Mid End,No,Yes,Yes,Yes,Yes,Yes,Credit,106.72999999999999,No,107.60981,-6.914744,2965.3
5050,23,Bandung,High End,No,Yes,No,Yes,No,No,Digital Wallet,102.83,No,107.60981,-6.914744,4704.7
5051,69,Bandung,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Digital Wallet,117.84500000000001,No,107.60981,-6.914744,8433.1
5052,3,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.715000000000003,No,107.60981,-6.914744,3606.2000000000003
5053,56,Bandung,Mid End,No,Yes,No,Yes,Yes,Yes,Debit,98.47500000000001,No,107.60981,-6.914744,8433.1
5054,65,Bandung,High End,Yes,No,Yes,Yes,Yes,Yes,Credit,143.0,No,107.60981,-6.914744,8256.300000000001
5055,71,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,27.105000000000004,No,107.60981,-6.914744,6288.1
5056,14,Bandung,High End,No,No,Yes,No,No,No,Debit,104.455,No,107.60981,-6.914744,4258.8
5057,2,Bandung,High End,No,No,No,No,No,No,Pulsa,91.19500000000001,No,107.60981,-6.914744,6292.0
5058,40,Bandung,Mid End,Yes,No,Yes,No,No,Yes,Pulsa,87.685,No,107.60981,-6.914744,6128.2
5059,1,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.975,No,107.60981,-6.914744,3628.3
5060,7,Bandung,High End,No,No,No,No,No,No,Digital Wallet,90.87,No,107.60981,-6.914744,5930.6
5061,15,Bandung,Mid End,No,No,No,No,No,No,Pulsa,66.43,No,107.60981,-6.914744,6315.400000000001
5062,71,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,33.215,No,107.60981,-6.914744,8196.5
5063,54,Bandung,Mid End,Yes,No,No,Yes,No,No,Debit,78.0,No,107.60981,-6.914744,6237.400000000001
5064,31,Bandung,High End,Yes,Yes,No,Yes,No,No,Credit,117.715,No,107.60981,-6.914744,7438.6
5065,11,Bandung,High End,Yes,No,No,No,No,No,Pulsa,99.32000000000001,No,107.60981,-6.914744,5242.900000000001
5066,18,Bandung,High End,No,No,Yes,No,No,Yes,Pulsa,110.435,No,107.60981,-6.914744,5041.400000000001
5067,72,Bandung,High End,Yes,Yes,No,Yes,Yes,Yes,Debit,143.13,No,107.60981,-6.914744,6801.6
5068,71,Bandung,High End,No,Yes,No,No,Yes,Yes,Credit,129.54500000000002,No,107.60981,-6.914744,5513.3
5069,5,Bandung,Mid End,No,No,Yes,Yes,Yes,No,Credit,59.02,No,107.60981,-6.914744,3378.7000000000003
5070,38,Bandung,Mid End,No,No,Yes,Yes,No,Yes,Credit,89.7,No,107.60981,-6.914744,5833.1
5071,5,Bandung,Mid End,No,No,No,Yes,No,No,Debit,63.245,No,107.60981,-6.914744,4299.1
5072,52,Bandung,Mid End,Yes,No,Yes,No,No,No,Debit,77.805,No,107.60981,-6.914744,6610.5
5073,68,Bandung,Mid End,No,Yes,Yes,No,Yes,Yes,Pulsa,104.84500000000001,No,107.60981,-6.914744,7688.2
5074,69,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.715000000000003,No,107.60981,-6.914744,6975.8
5075,42,Bandung,Mid End,Yes,Yes,No,Yes,No,No,Credit,86.32000000000001,No,107.60981,-6.914744,4904.900000000001
5076,50,Bandung,High End,No,Yes,No,Yes,Yes,Yes,Digital Wallet,130.26000000000002,No,107.60981,-6.914744,7044.7
5077,33,Bandung,Mid End,No,No,No,No,No,No,Credit,57.915,No,107.60981,-6.914744,3148.6
5078,7,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.455000000000002,No,107.60981,-6.914744,4027.4
5079,64,Bandung,High End,Yes,Yes,Yes,No,No,No,Pulsa,119.34,No,107.60981,-6.914744,6982.3
5080,59,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.26,No,107.60981,-6.914744,6780.8
5081,6,Bandung,Mid End,No,No,No,No,No,No,Pulsa,65.455,No,107.60981,-6.914744,4474.6
5082,3,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.44,No,107.60981,-6.914744,3913.0
5083,15,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.585,No,107.60981,-6.914744,6739.2
5084,13,Bandung,Mid End,No,No,No,No,Yes,Yes,Pulsa,84.175,No,107.60981,-6.914744,6163.3
5085,23,Bandung,High End,No,Yes,No,No,Yes,Yes,Credit,128.31,No,107.60981,-6.914744,7515.3
5086,31,Bandung,High End,Yes,No,No,No,Yes,No,Pulsa,116.28500000000001,No,107.60981,-6.914744,7276.1
5087,29,Bandung,Mid End,Yes,Yes,No,Yes,No,No,Pulsa,76.375,No,107.60981,-6.914744,6757.400000000001
5088,49,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.91,No,107.60981,-6.914744,5296.2
5089,56,Bandung,High End,No,No,No,No,Yes,No,Debit,111.28,No,107.60981,-6.914744,8427.9
5090,63,Bandung,Mid End,Yes,Yes,Yes,Yes,No,Yes,Credit,104.39,No,107.60981,-6.914744,7220.2
5091,63,Bandung,Mid End,No,No,Yes,Yes,Yes,Yes,Credit,103.74,No,107.60981,-6.914744,5294.900000000001
5092,24,Bandung,High End,Yes,No,No,No,No,No,Pulsa,103.80499999999999,No,107.60981,-6.914744,4435.6
5093,36,Bandung,Mid End,No,No,Yes,Yes,No,No,Credit,70.33,No,107.60981,-6.914744,5222.1
5094,21,Bandung,Mid End,Yes,No,Yes,Yes,Yes,Yes,Digital Wallet,105.17000000000002,No,107.60981,-6.914744,7452.900000000001
5095,13,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,31.85,No,107.60981,-6.914744,6600.1
5096,1,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.195,No,107.60981,-6.914744,5148.0
5097,25,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.065,No,107.60981,-6.914744,2613.0
5098,71,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.480000000000004,No,107.60981,-6.914744,8377.2
5099,66,Bandung,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,148.59,No,107.60981,-6.914744,6893.900000000001
5100,45,Bandung,High End,Yes,Yes,No,No,Yes,Yes,Pulsa,130.39000000000001,No,107.60981,-6.914744,6328.400000000001
5101,22,Jakarta,High End,No,No,No,No,Yes,No,Credit,104.0,No,106.816666,-6.2,3432.0
5102,67,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,27.105000000000004,No,106.816666,-6.2,7763.6
5103,68,Jakarta,High End,No,No,Yes,No,Yes,No,Debit,116.935,No,106.816666,-6.2,7373.6
5104,0,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.0,No,106.816666,-6.2,4891.900000000001
5105,4,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,63.375,No,106.816666,-6.2,3962.4
5106,63,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,Yes,Credit,104.0,No,106.816666,-6.2,7202.0
5107,21,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.455000000000002,No,106.816666,-6.2,4837.3
5108,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.325,No,106.816666,-6.2,3182.4
5109,17,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.22,No,106.816666,-6.2,4629.3
5110,30,Jakarta,High End,Yes,No,No,No,Yes,Yes,Debit,130.52,No,106.816666,-6.2,4911.400000000001
5111,22,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Digital Wallet,75.33500000000001,No,106.816666,-6.2,6546.8
5112,9,Jakarta,Mid End,No,No,No,Yes,Yes,No,Debit,77.35000000000001,No,106.816666,-6.2,5214.3
5113,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.96,No,106.816666,-6.2,3909.1
5114,19,Jakarta,Mid End,No,No,Yes,Yes,No,No,Pulsa,77.41499999999999,No,106.816666,-6.2,5133.7
5115,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,No,Debit,135.13500000000002,No,106.816666,-6.2,6624.8
5116,70,Jakarta,Mid End,Yes,No,Yes,No,Yes,No,Credit,89.635,No,106.816666,-6.2,6315.400000000001
5117,66,Jakarta,High End,Yes,Yes,Yes,Yes,No,Yes,Debit,134.03,No,106.816666,-6.2,8037.900000000001
5118,7,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,32.11,No,106.816666,-6.2,5033.6
5119,46,Jakarta,High End,Yes,Yes,No,Yes,Yes,Yes,Pulsa,143.26000000000002,No,106.816666,-6.2,5410.6
5120,32,Jakarta,Mid End,No,Yes,Yes,No,No,No,Debit,81.185,No,106.816666,-6.2,7074.6
5121,24,Jakarta,High End,No,Yes,Yes,No,No,Yes,Pulsa,116.415,No,106.816666,-6.2,2609.1
5122,37,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Credit,102.57000000000001,No,106.816666,-6.2,4941.3
5123,8,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.455000000000002,No,106.816666,-6.2,5950.1
5124,72,Jakarta,Mid End,Yes,No,Yes,No,Yes,No,Debit,92.885,No,106.816666,-6.2,7352.8
5125,71,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,No,Credit,60.255,No,106.816666,-6.2,7047.3
5126,16,Jakarta,High End,No,Yes,No,No,Yes,Yes,Debit,123.04500000000002,No,106.816666,-6.2,3965.0
5127,57,Jakarta,Mid End,Yes,No,Yes,Yes,No,Yes,Debit,64.87,No,106.816666,-6.2,7625.8
5128,66,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,33.085,No,106.816666,-6.2,5411.900000000001
5129,21,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.975,No,106.816666,-6.2,2785.9
5130,66,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Credit,85.92999999999999,No,106.816666,-6.2,7712.900000000001
5131,17,Jakarta,Mid End,No,Yes,No,No,Yes,Yes,Debit,98.02000000000001,No,106.816666,-6.2,6307.6
5132,8,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,27.365000000000002,No,106.816666,-6.2,2805.4
5133,27,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,No,Credit,90.155,No,106.816666,-6.2,3185.0
5134,34,Jakarta,High End,No,Yes,No,No,No,Yes,Digital Wallet,115.505,No,106.816666,-6.2,5218.2
5135,30,Jakarta,High End,No,Yes,No,No,Yes,Yes,Debit,126.10000000000001,No,106.816666,-6.2,5363.8
5136,33,Jakarta,Mid End,No,Yes,Yes,No,Yes,No,Credit,86.32000000000001,No,106.816666,-6.2,4995.900000000001
5137,14,Jakarta,Mid End,Yes,Yes,No,No,No,Yes,Digital Wallet,89.96000000000001,No,106.816666,-6.2,3732.3
5138,16,Jakarta,High End,No,No,No,Yes,No,No,Credit,103.35000000000001,No,106.816666,-6.2,6552.0
5139,49,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Credit,130.845,No,106.816666,-6.2,7148.7
5140,70,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Debit,103.61000000000001,No,106.816666,-6.2,6302.400000000001
5141,32,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Debit,79.82000000000001,No,106.816666,-6.2,3443.7000000000003
5142,18,Jakarta,High End,No,No,No,No,No,No,Pulsa,90.74,No,106.816666,-6.2,3147.3
5143,37,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Digital Wallet,52.714999999999996,No,106.816666,-6.2,5265.0
5144,4,Jakarta,High End,No,No,No,No,No,No,Pulsa,98.34500000000001,No,106.816666,-6.2,7014.8
5145,16,Jakarta,High End,Yes,Yes,Yes,No,No,No,Pulsa,117.91000000000001,No,106.816666,-6.2,6290.7
5146,17,Jakarta,High End,No,Yes,No,No,No,No,Debit,104.65,No,106.816666,-6.2,4668.3
5147,19,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Pulsa,78.78,No,106.816666,-6.2,3201.9
5148,60,Jakarta,High End,No,No,Yes,No,Yes,Yes,Credit,131.495,No,106.816666,-6.2,6891.3
5149,51,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.435,No,106.816666,-6.2,7099.3
5150,28,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.39,No,106.816666,-6.2,3832.4
5151,43,Jakarta,Mid End,No,Yes,No,No,No,Yes,Pulsa,78.0,No,106.816666,-6.2,5998.2
5152,42,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,26.325,No,106.816666,-6.2,7722.0
5153,1,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,58.175000000000004,No,106.816666,-6.2,5353.400000000001
5154,63,Jakarta,High End,Yes,Yes,Yes,No,Yes,No,Credit,127.4,No,106.816666,-6.2,7785.7
5155,68,Jakarta,High End,Yes,Yes,No,Yes,Yes,Yes,Pulsa,140.01000000000002,No,106.816666,-6.2,6519.5
5156,60,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,136.11,No,106.816666,-6.2,8041.8
5157,45,Jakarta,High End,No,No,No,No,Yes,Yes,Debit,122.07000000000001,No,106.816666,-6.2,5148.0
5158,70,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,112.385,No,106.816666,-6.2,7735.0
5159,4,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.22,No,106.816666,-6.2,5722.6
5160,68,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.435,No,106.816666,-6.2,7989.8
5161,22,Jakarta,High End,Yes,No,No,No,No,No,Debit,97.5,No,106.816666,-6.2,5252.0
5162,18,Jakarta,High End,No,No,Yes,Yes,No,No,Pulsa,101.66000000000001,No,106.816666,-6.2,3680.3
5163,29,Jakarta,High End,No,No,No,Yes,Yes,Yes,Pulsa,122.46000000000001,No,106.816666,-6.2,5929.3
5164,31,Jakarta,Mid End,No,No,Yes,No,Yes,Yes,Pulsa,65.065,No,106.816666,-6.2,5887.7
5165,48,Jakarta,Mid End,No,No,Yes,Yes,No,Yes,Digital Wallet,90.415,No,106.816666,-6.2,3221.4
5166,50,Jakarta,High End,Yes,Yes,Yes,Yes,No,No,Credit,117.13,No,106.816666,-6.2,8365.5
5167,7,Jakarta,Mid End,No,No,No,No,No,No,Debit,58.045,No,106.816666,-6.2,5590.0
5168,68,Jakarta,High End,Yes,No,Yes,No,No,No,Credit,104.455,No,106.816666,-6.2,7740.2
5169,26,Jakarta,High End,No,No,Yes,No,Yes,Yes,Debit,127.53,No,106.816666,-6.2,4048.2000000000003
5170,57,Jakarta,Mid End,No,No,Yes,Yes,Yes,Yes,Credit,69.355,No,106.816666,-6.2,7099.3
5171,3,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25.415000000000003,No,106.816666,-6.2,5055.7
5172,19,Jakarta,Mid End,Yes,No,No,No,No,No,Debit,63.635000000000005,No,106.816666,-6.2,3112.2000000000003
5173,3,Jakarta,Mid End,No,No,No,No,Yes,No,Pulsa,70.46000000000001,No,106.816666,-6.2,4117.1
5174,59,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,31.785,No,106.816666,-6.2,8054.8
5175,42,Jakarta,Mid End,Yes,No,No,No,Yes,No,Debit,52.195,No,106.816666,-6.2,5652.400000000001
5176,67,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,33.28,No,106.816666,-6.2,6342.7
5177,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.455,No,106.816666,-6.2,3538.6
5178,66,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,119.21000000000001,No,106.816666,-6.2,7088.900000000001
5179,61,Jakarta,High End,No,No,Yes,No,No,Yes,Digital Wallet,115.96000000000001,No,106.816666,-6.2,7196.8
5180,4,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,31.330000000000002,No,106.816666,-6.2,5801.900000000001
5181,64,Jakarta,Mid End,No,Yes,No,No,No,No,Debit,70.00500000000001,No,106.816666,-6.2,6440.2
5182,54,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,150.28,No,106.816666,-6.2,5638.1
5183,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.675,No,106.816666,-6.2,7551.7
5184,54,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,31.265,No,106.816666,-6.2,5250.7
5185,18,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,32.89,No,106.816666,-6.2,4440.8
5186,3,Jakarta,High End,No,Yes,No,No,No,Yes,Pulsa,109.59,No,106.816666,-6.2,7576.400000000001
5187,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,116.675,No,106.816666,-6.2,6624.8
5188,60,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,127.33500000000001,No,106.816666,-6.2,7995.0
5189,11,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.0,No,106.816666,-6.2,7588.1
5190,61,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Credit,135.07000000000002,No,106.816666,-6.2,5302.7
5191,39,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.91,No,106.816666,-6.2,4852.900000000001
5192,37,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.195,No,106.816666,-6.2,5748.6
5193,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,33.800000000000004,No,106.816666,-6.2,6986.2
5194,72,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,No,Credit,100.55499999999999,No,106.816666,-6.2,8062.6
5195,8,Jakarta,Mid End,Yes,No,No,Yes,No,Yes,Debit,85.865,No,106.816666,-6.2,5404.1
5196,22,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.869999999999997,No,106.816666,-6.2,7354.1
5197,38,Jakarta,Mid End,No,Yes,No,Yes,No,Yes,Credit,88.59500000000001,No,106.816666,-6.2,4382.3
5198,17,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,105.10499999999999,No,106.816666,-6.2,5086.900000000001
5199,70,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,No,Debit,98.15,No,106.816666,-6.2,7831.2
5200,28,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,104.78,No,106.816666,-6.2,3836.3
5201,15,Jakarta,High End,No,Yes,No,No,Yes,No,Debit,108.16000000000001,No,106.816666,-6.2,5324.8
5202,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,113.815,No,106.816666,-6.2,6943.3
5203,57,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Debit,142.22,No,106.816666,-6.2,7833.8
5204,46,Jakarta,Mid End,Yes,Yes,No,No,Yes,No,Pulsa,59.214999999999996,No,106.816666,-6.2,7234.5
5205,30,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.91,No,106.816666,-6.2,3239.6
5206,10,Jakarta,High End,Yes,No,No,No,No,No,Pulsa,97.89,No,106.816666,-6.2,5530.2
5207,32,Jakarta,High End,Yes,Yes,Yes,No,No,Yes,Credit,121.42000000000002,No,106.816666,-6.2,4191.2
5208,13,Jakarta,High End,Yes,No,No,No,No,No,Credit,95.875,No,106.816666,-6.2,2691.0
5209,44,Jakarta,High End,No,Yes,Yes,No,Yes,No,Credit,114.59500000000001,No,106.816666,-6.2,5345.6
5210,9,Jakarta,Mid End,No,No,No,Yes,No,No,Digital Wallet,63.96000000000001,No,106.816666,-6.2,2788.5
5211,67,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.544999999999998,No,106.816666,-6.2,6492.2
5212,71,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Debit,136.69500000000002,No,106.816666,-6.2,7419.1
5213,1,Jakarta,Mid End,No,No,No,Yes,No,No,Credit,63.7,No,106.816666,-6.2,6875.7
5214,17,Jakarta,Mid End,No,Yes,No,No,Yes,Yes,Digital Wallet,64.74,No,106.816666,-6.2,7247.5
5215,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,27.235,No,106.816666,-6.2,2970.5
5216,32,Jakarta,High End,No,No,Yes,No,No,No,Digital Wallet,103.09,No,106.816666,-6.2,6814.6
5217,41,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25.35,No,106.816666,-6.2,3179.8
5218,1,Jakarta,Mid End,No,No,No,No,No,No,Debit,57.395,No,106.816666,-6.2,4033.9
5219,62,Jakarta,High End,Yes,Yes,No,No,Yes,Yes,Pulsa,137.15,No,106.816666,-6.2,5552.3
5220,17,Jakarta,High End,No,Yes,Yes,Yes,No,No,Credit,120.51,No,106.816666,-6.2,3051.1
5221,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,34.125,No,106.816666,-6.2,6627.400000000001
5222,56,Jakarta,High End,No,Yes,No,Yes,Yes,No,Credit,126.03500000000001,No,106.816666,-6.2,8429.2
5223,9,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.585,No,106.816666,-6.2,3109.6
5224,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,150.54,No,106.816666,-6.2,8422.7
5225,20,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,140.66,No,106.816666,-6.2,2732.6
5226,19,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.26,No,106.816666,-6.2,6267.3
5227,53,Jakarta,Mid End,No,No,Yes,Yes,Yes,Yes,Credit,71.37,No,106.816666,-6.2,7380.1
5228,6,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.195,No,106.816666,-6.2,7489.3
5229,9,Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,117.455,No,106.816666,-6.2,3890.9
5230,8,Jakarta,Mid End,No,Yes,No,No,No,No,Pulsa,72.47500000000001,No,106.816666,-6.2,7385.3
5231,71,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,148.98,No,106.816666,-6.2,5292.3
5232,71,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,86.84,No,106.816666,-6.2,6107.400000000001
5233,68,Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Pulsa,130.39000000000001,No,106.816666,-6.2,7484.1
5234,34,Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Pulsa,136.95499999999998,No,106.816666,-6.2,7153.900000000001
5235,26,Jakarta,High End,No,Yes,Yes,Yes,No,No,Pulsa,110.76,No,106.816666,-6.2,6702.8
5236,7,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.635,No,106.816666,-6.2,5326.1
5237,20,Jakarta,High End,No,No,No,No,No,No,Debit,90.74,No,106.816666,-6.2,7092.8
5238,60,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,137.995,No,106.816666,-6.2,5349.5
5239,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,26.715000000000003,No,106.816666,-6.2,7551.7
5240,72,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Credit,137.475,No,106.816666,-6.2,7581.6
5241,4,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.825,No,106.816666,-6.2,5150.6
5242,16,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25.675,No,106.816666,-6.2,4780.1
5243,62,Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Pulsa,136.305,No,106.816666,-6.2,6579.3
5244,10,Jakarta,Mid End,No,No,No,Yes,No,Yes,Digital Wallet,79.235,No,106.816666,-6.2,5619.900000000001
5245,31,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,105.495,No,106.816666,-6.2,3940.3
5246,71,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,24.830000000000002,No,106.816666,-6.2,5513.3
5247,58,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,27.040000000000003,No,106.816666,-6.2,6185.400000000001
5248,70,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,117.19500000000001,No,106.816666,-6.2,7571.2
5249,71,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Pulsa,117.13,No,106.816666,-6.2,6570.2
5250,69,Jakarta,Mid End,Yes,No,Yes,Yes,No,Yes,Credit,96.33,No,106.816666,-6.2,5465.2
5251,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,154.375,No,106.816666,-6.2,7117.5
5252,26,Jakarta,High End,No,No,No,Yes,No,Yes,Credit,111.67000000000002,No,106.816666,-6.2,5249.400000000001
5253,33,Jakarta,High End,No,No,Yes,Yes,No,Yes,Credit,123.5,No,106.816666,-6.2,6030.7
5254,10,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.195,No,106.816666,-6.2,3686.8
5255,57,Jakarta,High End,Yes,No,Yes,Yes,No,Yes,Credit,131.69,No,106.816666,-6.2,5747.3
5256,10,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,27.56,No,106.816666,-6.2,2685.8
5257,39,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,31.46,No,106.816666,-6.2,4041.7000000000003
5258,11,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.39,No,106.816666,-6.2,5444.400000000001
5259,68,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,Yes,Debit,110.89,No,106.816666,-6.2,6151.6
5260,18,Jakarta,High End,No,No,Yes,No,Yes,No,Credit,116.47999999999999,No,106.816666,-6.2,2949.7000000000003
5261,18,Jakarta,Mid End,Yes,No,No,No,No,No,Digital Wallet,73.125,No,106.816666,-6.2,2960.1
5262,52,Jakarta,Mid End,No,No,Yes,No,No,No,Debit,66.235,No,106.816666,-6.2,5587.400000000001
5263,56,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Digital Wallet,150.605,No,106.816666,-6.2,6418.1
5264,45,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Debit,134.745,No,106.816666,-6.2,2837.9
5265,67,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,33.93,No,106.816666,-6.2,8405.800000000001
5266,3,Jakarta,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,45.63,No,106.816666,-6.2,4693.0
