tenure_months,tenure_segmentation,location,device_class,games_product,music_product,education_product,video_product,any_digital_product,all_digital_product,total_digital_product_used,call_center,use_myapp,total_product_utilisation,payment_method,monthly_purchase_thou_idr_,cltv_predicted_thou_idr_,total_spending,net_cltv_total_spending
30,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Credit,122.25,5324.0,3668.0,1656.0
1,low,Bandung,Mid End,No,No,No,No,0,0,0,No,Yes,1,Digital Wallet,71.2,3398.0,71.2,3328.0
39,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Debit,124.4,6360.0,4850.0,1510.0
1,low,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,123.0,5244.0,123.0,5120.0
31,high,Bandung,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Pulsa,128.6,5264.0,3986.0,1279.0
3,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,98.9,3808.0,296.5,3512.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.7,6576.0,90.7,6484.0
7,medium,Bandung,Mid End,Yes,No,No,No,1,0,1,Yes,No,2,Pulsa,44.84,4576.0,314.0,4264.0
61,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,137.2,6516.0,8370.0,-1856.0
39,high,Bandung,Mid End,No,No,Yes,No,1,0,1,No,No,1,Credit,39.12,4038.0,1526.0,2512.0
10,medium,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.4,2810.0,914.0,1897.0
1,low,Bandung,High End,No,Yes,No,No,1,0,1,No,No,1,Digital Wallet,104.25,3972.0,104.25,3868.0
67,high,Bandung,High End,Yes,No,No,No,1,0,1,Yes,Yes,3,Credit,122.6,5652.0,8216.0,-2566.0
6,medium,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Debit,57.97,5884.0,348.0,5536.0
1,low,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.48,5468.0,25.48,5440.0
33,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Pulsa,143.6,4420.0,4740.0,-317.0
2,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Credit,91.94,6910.0,183.9,6730.0
7,medium,Bandung,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,129.0,3234.0,903.0,2330.0
1,low,Bandung,High End,No,No,No,Yes,1,0,1,Yes,No,2,Pulsa,110.25,3416.0,110.25,3304.0
52,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Debit,136.5,6020.0,7096.0,-1079.0
22,high,Bandung,Mid End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,70.8,3178.0,1557.0,1621.0
47,high,Bandung,High End,No,No,Yes,No,1,0,1,No,Yes,2,Pulsa,110.9,4720.0,5212.0,-491.5
33,high,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,108.4,7092.0,3576.0,3518.0
18,high,Bandung,Mid End,No,Yes,Yes,No,1,0,2,No,No,2,Credit,43.56,7116.0,784.0,6332.0
24,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,117.44,7210.0,2818.0,4390.0
1,low,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,118.0,7096.0,118.0,6980.0
4,medium,Bandung,High End,No,Yes,No,Yes,1,0,2,No,No,2,Digital Wallet,116.5,6096.0,466.0,5628.0
2,low,Bandung,Mid End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,64.0,7508.0,128.0,7380.0
1,low,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.67,3394.0,25.67,3368.0
19,high,Bandung,High End,Yes,Yes,No,No,1,0,2,No,Yes,3,Pulsa,123.7,7580.0,2350.0,5228.0
22,high,Bandung,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Debit,131.8,6104.0,2898.0,3204.0
4,medium,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Credit,91.06,4680.0,364.2,4316.0
4,medium,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.06,5216.0,388.2,4828.0
4,medium,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,65.5,5720.0,262.0,5456.0
7,medium,Bandung,High End,Yes,No,No,No,1,0,1,No,No,1,Digital Wallet,103.56,5868.0,725.0,5144.0
19,high,Bandung,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,103.8,4828.0,1972.0,2858.0
5,medium,Bandung,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,102.4,4420.0,512.0,3910.0
8,medium,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Credit,104.56,4476.0,836.5,3640.0
1,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,65.1,6212.0,65.1,6148.0
2,low,Bandung,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,99.3,5640.0,198.6,5444.0
3,low,Bandung,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Pulsa,128.2,5092.0,385.0,4704.0
13,high,Bandung,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Pulsa,131.0,4250.0,1704.0,2546.0
28,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Debit,117.1,7744.0,3280.0,4464.0
15,high,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,67.0,2714.0,1005.0,1708.0
10,medium,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,103.0,5012.0,1030.0,3982.0
5,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Debit,123.3,7412.0,616.5,6796.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,111.44,2844.0,222.9,2620.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,57.72,4164.0,57.72,4108.0
5,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,116.4,3534.0,582.0,2952.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,111.9,6296.0,111.9,6184.0
4,medium,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,57.9,7290.0,231.6,7056.0
31,high,Jakarta,Mid End,Yes,No,No,No,1,0,1,Yes,No,2,Debit,46.03,2688.0,1427.0,1260.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Digital Wallet,124.4,4516.0,124.4,4390.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,27.23,5572.0,27.23,5544.0
10,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,45.12,4216.0,451.0,3766.0
15,high,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,25.67,3156.0,385.0,2772.0
17,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,120.3,7508.0,2045.0,5464.0
53,high,Jakarta,Mid End,Yes,No,No,No,1,0,1,Yes,No,2,Pulsa,78.06,6852.0,4136.0,2714.0
16,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Credit,96.56,2698.0,1545.0,1153.0
9,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,110.94,3578.0,998.5,2580.0
25,high,Jakarta,Mid End,Yes,Yes,Yes,Yes,1,1,4,Yes,No,5,Digital Wallet,96.56,6730.0,2414.0,4310.0
4,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Debit,127.5,3764.0,510.0,3254.0
50,high,Jakarta,High End,Yes,Yes,No,Yes,1,0,3,Yes,Yes,5,Pulsa,142.5,7612.0,7130.0,484.2
9,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,96.94,4088.0,872.0,3216.0
3,low,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,131.2,6956.0,393.8,6564.0
10,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,123.4,3682.0,1234.0,2448.0
32,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Pulsa,136.4,5156.0,4364.0,792.0
9,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Debit,31.33,4150.0,282.0,3872.0
66,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,Yes,Yes,4,Pulsa,135.2,7156.0,8930.0,-1772.0
3,low,Jakarta,High End,No,No,Yes,Yes,1,0,2,Yes,No,3,Digital Wallet,114.9,6764.0,344.5,6420.0
29,high,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Credit,123.06,6696.0,3568.0,3126.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,96.75,7056.0,96.75,6960.0
41,high,Jakarta,Mid End,Yes,Yes,Yes,No,1,0,3,Yes,Yes,5,Credit,103.9,6156.0,4260.0,1896.0
8,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.6,3988.0,725.0,3264.0
12,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,No,3,Pulsa,127.5,3522.0,1530.0,1991.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.66,4970.0,26.66,4940.0
4,medium,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Pulsa,129.5,6120.0,518.0,5604.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,106.56,7308.0,106.56,7204.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.1,5580.0,631.0,4948.0
6,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,118.44,2946.0,710.5,2236.0
14,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,111.94,2830.0,1567.0,1263.0
25,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Debit,123.1,7332.0,3078.0,4256.0
22,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.6,6824.0,2434.0,4388.0
61,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,128.9,7296.0,7864.0,-567.0
70,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,133.9,6508.0,9370.0,-2862.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,58.56,3438.0,58.56,3378.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,92.3,6948.0,92.3,6856.0
47,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,91.7,5796.0,4310.0,1483.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,103.6,2686.0,103.6,2582.0
22,high,Jakarta,Mid End,Yes,Yes,No,No,1,0,2,No,No,2,Pulsa,76.7,2854.0,1687.0,1166.0
48,high,Jakarta,Mid End,Yes,No,Yes,No,1,0,2,Yes,No,3,Credit,78.44,3486.0,3766.0,-280.5
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.0,5940.0,90.0,5850.0
25,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,92.25,6344.0,2306.0,4040.0
20,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Digital Wallet,115.7,5972.0,2314.0,3658.0
18,high,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Pulsa,129.2,3148.0,2326.0,821.5
1,low,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Debit,95.56,5692.0,95.56,5596.0
9,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,124.1,6508.0,1117.0,5390.0
28,high,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Digital Wallet,120.06,3888.0,3362.0,525.5
11,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,96.94,5980.0,1066.0,4916.0
12,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,Yes,No,3,Digital Wallet,108.94,7236.0,1307.0,5930.0
53,high,Jakarta,Mid End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,70.8,8164.0,3752.0,4412.0
41,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,129.8,6144.0,5320.0,824.5
20,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Debit,137.6,5490.0,2752.0,2738.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,98.06,3734.0,686.5,3048.0
7,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,122.0,4556.0,854.0,3704.0
22,high,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Pulsa,131.0,5396.0,2882.0,2516.0
3,low,Jakarta,Mid End,No,No,No,No,0,0,0,Yes,No,1,Digital Wallet,40.3,6660.0,120.9,6536.0
51,high,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Credit,104.0,6200.0,5304.0,895.5
5,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,91.3,4788.0,456.5,4332.0
62,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,130.2,5356.0,8070.0,-2716.0
28,high,Jakarta,High End,Yes,Yes,No,No,1,0,2,No,Yes,3,Credit,122.9,7064.0,3440.0,3624.0
10,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,Yes,1,Digital Wallet,44.06,3288.0,440.8,2848.0
69,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,No,2,Pulsa,116.94,8270.0,8068.0,203.4
12,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,109.8,4330.0,1317.0,3012.0
27,high,Jakarta,High End,No,No,No,No,0,0,0,Yes,No,1,Pulsa,103.4,3274.0,2790.0,483.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Digital Wallet,115.9,4060.0,115.9,3944.0
14,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.44,2698.0,1364.0,1333.0
32,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,96.75,2718.0,3096.0,-376.8
3,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,71.9,4148.0,215.6,3932.0
22,high,Jakarta,Mid End,No,Yes,No,No,1,0,1,Yes,No,2,Pulsa,71.7,6650.0,1577.0,5070.0
16,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,110.44,3998.0,1767.0,2230.0
5,medium,Jakarta,Mid End,Yes,Yes,Yes,No,1,0,3,Yes,No,4,Digital Wallet,56.22,7572.0,281.0,7292.0
23,high,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Credit,62.84,5950.0,1446.0,4508.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,103.44,7270.0,103.44,7170.0
50,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,92.4,7468.0,4620.0,2852.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,109.9,5640.0,109.9,5532.0
71,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Credit,141.1,6476.0,10024.0,-3548.0
46,high,Jakarta,Mid End,No,Yes,No,No,1,0,1,No,No,1,Debit,39.38,2916.0,1812.0,1104.0
2,low,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,39.53,5204.0,79.06,5124.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,59.03,2818.0,59.03,2760.0
32,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Debit,109.4,5224.0,3500.0,1721.0
3,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Pulsa,25.67,3442.0,77.0,3364.0
5,medium,Jakarta,High End,No,No,No,No,0,0,0,Yes,Yes,2,Credit,111.0,4830.0,555.0,4276.0
49,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Credit,97.75,6868.0,4790.0,2078.0
17,high,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,No,1,Digital Wallet,72.6,7110.0,1234.0,5880.0
23,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,138.4,7160.0,3182.0,3978.0
6,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,109.75,5900.0,658.5,5244.0
6,medium,Jakarta,Mid End,Yes,Yes,No,No,1,0,2,No,No,2,Pulsa,73.1,5344.0,438.8,4904.0
2,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,111.2,7164.0,222.4,6944.0
4,medium,Jakarta,Mid End,No,Yes,No,Yes,1,0,2,No,Yes,3,Debit,89.25,6856.0,357.0,6500.0
4,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,101.2,2782.0,404.8,2378.0
3,low,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Debit,137.0,4760.0,410.8,4348.0
8,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,113.2,3308.0,905.5,2404.0
1,low,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,No,1,Digital Wallet,69.56,6624.0,69.56,6550.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,32.62,6200.0,32.62,6170.0
30,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,No,2,Digital Wallet,103.56,2826.0,3106.0,-280.2
5,medium,Jakarta,Mid End,Yes,No,No,No,1,0,1,Yes,No,2,Pulsa,70.44,7120.0,352.2,6770.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Pulsa,25.28,5004.0,25.28,4976.0
72,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,134.4,6572.0,9680.0,-3106.0
13,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,No,2,Pulsa,109.8,7540.0,1427.0,6116.0
32,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Credit,111.75,3160.0,3576.0,-415.2
16,high,Jakarta,Mid End,No,No,No,Yes,1,0,1,Yes,No,2,Pulsa,77.25,7224.0,1236.0,5988.0
29,high,Jakarta,Mid End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,39.78,4700.0,1154.0,3546.0
38,high,Jakarta,High End,No,No,No,Yes,1,0,1,Yes,Yes,3,Pulsa,129.4,4516.0,4916.0,-401.5
17,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.0,5708.0,1547.0,4160.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,58.88,2980.0,58.88,2922.0
2,low,Jakarta,Mid End,No,No,No,No,0,0,0,Yes,No,1,Debit,38.8,5548.0,77.6,5470.0
2,low,Jakarta,High End,No,Yes,Yes,No,1,0,2,Yes,Yes,4,Credit,123.6,5830.0,247.2,5584.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.73,7280.0,25.73,7256.0
4,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Debit,99.6,5950.0,398.5,5556.0
5,medium,Jakarta,High End,No,Yes,No,Yes,1,0,2,Yes,Yes,4,Digital Wallet,128.9,2968.0,644.5,2324.0
9,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,58.44,6530.0,526.0,6004.0
18,high,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,No,1,Digital Wallet,64.44,3660.0,1159.0,2500.0
25,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,124.7,2914.0,3116.0,-203.5
17,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Debit,105.94,4476.0,1801.0,2674.0
52,high,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,No,2,Pulsa,109.3,8080.0,5684.0,2396.0
3,low,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,No,1,Digital Wallet,47.38,4896.0,142.1,4750.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,32.56,6296.0,32.56,6264.0
8,medium,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,64.8,2950.0,518.5,2432.0
43,high,Bandung,Mid End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Credit,72.2,3344.0,3106.0,239.6
22,high,Bandung,Mid End,No,Yes,No,Yes,1,0,2,No,Yes,3,Debit,90.4,7700.0,1988.0,5710.0
54,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,135.6,5224.0,7320.0,-2098.0
1,low,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,122.0,3918.0,122.0,3796.0
1,low,Bandung,Mid End,No,No,Yes,No,1,0,1,No,No,1,Digital Wallet,65.56,3154.0,65.56,3088.0
7,medium,Bandung,Mid End,No,No,No,Yes,1,0,1,Yes,Yes,3,Pulsa,97.06,5996.0,679.5,5316.0
12,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,122.44,5170.0,1470.0,3698.0
54,high,Bandung,High End,Yes,Yes,No,Yes,1,0,3,No,Yes,4,Debit,138.5,6360.0,7480.0,-1119.0
1,low,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.12,7470.0,26.12,7444.0
23,high,Bandung,High End,No,Yes,Yes,No,1,0,2,Yes,No,3,Pulsa,108.94,7460.0,2506.0,4950.0
3,low,Bandung,Mid End,No,No,No,Yes,1,0,1,No,No,1,Digital Wallet,71.7,7410.0,215.1,7190.0
10,medium,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,112.6,6490.0,1126.0,5360.0
37,high,Bandung,High End,Yes,Yes,No,Yes,1,0,3,No,Yes,4,Debit,138.8,7604.0,5136.0,2470.0
31,high,Bandung,High End,No,Yes,No,No,1,0,1,Yes,No,2,Pulsa,102.0,4018.0,3162.0,857.0
34,high,Bandung,High End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,113.7,4364.0,3866.0,500.0
29,high,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,92.0,3462.0,2668.0,794.5
12,high,Bandung,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,131.8,5156.0,1581.0,3576.0
1,low,Bandung,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,106.2,7250.0,106.2,7140.0
33,high,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,88.75,7340.0,2928.0,4412.0
4,medium,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,102.9,7492.0,411.5,7080.0
35,high,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,124.06,2704.0,4344.0,-1639.0
19,high,Bandung,High End,No,No,No,Yes,1,0,1,Yes,Yes,3,Pulsa,131.2,5292.0,2494.0,2800.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,89.8,6212.0,89.8,6124.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.5,2796.0,90.5,2706.0
31,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,134.5,7004.0,4170.0,2834.0
4,medium,Bandung,High End,No,Yes,No,No,1,0,1,No,No,1,Debit,101.3,6976.0,405.2,6570.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,102.0,2780.0,102.0,2678.0
10,medium,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,No,1,Digital Wallet,38.34,4936.0,383.5,4550.0
2,low,Jakarta,Mid End,Yes,No,No,Yes,1,0,2,No,Yes,3,Pulsa,92.0,4236.0,184.0,4050.0
9,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,109.8,4604.0,988.0,3618.0
4,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,111.4,3028.0,445.5,2584.0
38,high,Jakarta,Mid End,No,Yes,Yes,Yes,1,0,3,Yes,No,4,Credit,91.2,3438.0,3466.0,-26.9
51,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,127.1,8064.0,6484.0,1581.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,60.2,3922.0,60.2,3862.0
41,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,138.2,6996.0,5664.0,1332.0
12,high,Jakarta,High End,No,No,Yes,No,1,0,1,Yes,Yes,3,Pulsa,116.25,6560.0,1395.0,5170.0
5,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Credit,108.1,3270.0,540.5,2730.0
10,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,96.4,5500.0,964.0,4536.0
11,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,129.4,6870.0,1423.0,5450.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,57.4,6204.0,57.4,6148.0
16,high,Jakarta,Mid End,No,Yes,No,No,1,0,1,Yes,No,2,Digital Wallet,70.06,6620.0,1121.0,5496.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Digital Wallet,111.06,3014.0,111.06,2902.0
4,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,66.1,7000.0,264.5,6736.0
1,low,Jakarta,Mid End,No,No,Yes,No,1,0,1,No,Yes,2,Pulsa,76.94,6530.0,76.94,6450.0
13,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,108.2,5236.0,1406.0,3830.0
1,low,Jakarta,Mid End,Yes,Yes,No,No,1,0,2,No,No,2,Pulsa,71.4,3682.0,71.4,3612.0
21,high,Jakarta,High End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Pulsa,135.1,4900.0,2836.0,2064.0
11,medium,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.03,7330.0,275.2,7056.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,98.06,4356.0,196.1,4160.0
2,low,Jakarta,Mid End,Yes,Yes,No,No,1,0,2,No,No,2,Digital Wallet,71.3,3920.0,142.6,3778.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,123.6,7532.0,123.6,7410.0
6,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,98.1,7588.0,589.0,7000.0
4,medium,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,95.9,6532.0,383.5,6150.0
12,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,124.9,3350.0,1498.0,1852.0
